Fed List and DJN Total,Zip Code,ex_Name,ex_AREA,ex_PERIMETER,ex_ZT36_D00_,ex_ZT36_D00_I,ex_ZCTA,ex_LSAD,ex_LSAD_TRANS,geometry
2337,11576,11576,0.00096,0.24752,1951,1950,11576,Z5,5-Digit ZCTA,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-73.639972,40.8282,0.0 -73.636672,40.828699,0.0 -73.636672,40.8262,0.0 -73.638472,40.8256,0.0 -73.636472,40.8218,0.0 -73.628072,40.8162,0.0 -73.629372,40.8132,0.0 -73.632772,40.8097,0.0 -73.632272,40.8082,0.0 -73.626972,40.8071,0.0 -73.624672,40.8076,0.0 -73.625172,40.8109,0.0 -73.621072,40.8117,0.0 -73.612371,40.8062,0.0 -73.607971,40.8032,0.0 -73.612472,40.8034,0.0 -73.614072,40.802,0.0 -73.615772,40.8013,0.0 -73.619272,40.8003,0.0 -73.622472,40.8001,0.0 -73.623072,40.7984,0.0 -73.622072,40.7954,0.0 -73.625772,40.7944,0.0 -73.633172,40.795,0.0 -73.640973,40.7942,0.0 -73.642073,40.7931,0.0 -73.646273,40.7946,0.0 -73.648973,40.7972,0.0 -73.650573,40.7998,0.0 -73.653473,40.8022,0.0 -73.654873,40.8025,0.0 -73.655873,40.8023,0.0 -73.658173,40.8002,0.0 -73.657873,40.7995,0.0 -73.654073,40.7935,0.0 -73.653073,40.795,0.0 -73.651473,40.7955,0.0 -73.650473,40.7944,0.0 -73.649973,40.7923,0.0 -73.660873,40.7895,0.0 -73.665973,40.7895,0.0 -73.667673,40.7928,0.0 -73.668873,40.797,0.0 -73.669173,40.7991,0.0 -73.668273,40.805,0.0 -73.667873,40.8046,0.0 -73.664073,40.8051,0.0 -73.663773,40.8064,0.0 -73.664773,40.808,0.0 -73.666099,40.81234,0.0 -73.658181,40.812884,0.0 -73.661685,40.81234,0.0 -73.662661,40.811492,0.0 -73.660885,40.806852,0.0 -73.660453,40.806468,0.0 -73.654485,40.807572,0.0 -73.652873,40.8063,0.0 -73.652973,40.8046,0.0 -73.649873,40.8011,0.0 -73.649373,40.8018,0.0 -73.646273,40.8168,0.0 -73.646772,40.8213,0.0 -73.643472,40.8229,0.0 -73.643272,40.8235,0.0 -73.639972,40.8282,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
1677,11577,11577,0.00084,0.1651,1981,1980,11577,Z5,5-Digit ZCTA,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-73.665973,40.7895,0.0 -73.660873,40.7895,0.0 -73.649973,40.7923,0.0 -73.650473,40.7944,0.0 -73.651473,40.7955,0.0 -73.653073,40.795,0.0 -73.654073,40.7935,0.0 -73.657873,40.7995,0.0 -73.658173,40.8002,0.0 -73.655873,40.8023,0.0 -73.654873,40.8025,0.0 -73.653473,40.8022,0.0 -73.650573,40.7998,0.0 -73.648973,40.7972,0.0 -73.646273,40.7946,0.0 -73.642073,40.7931,0.0 -73.640973,40.7942,0.0 -73.633172,40.795,0.0 -73.625772,40.7944,0.0 -73.622072,40.7954,0.0 -73.617072,40.7918,0.0 -73.617872,40.7902,0.0 -73.621072,40.7907,0.0 -73.624572,40.775288,0.0 -73.625672,40.7723,0.0 -73.629572,40.7723,0.0 -73.629972,40.7705,0.0 -73.629472,40.769,0.0 -73.630972,40.7681,0.0 -73.636573,40.7678,0.0 -73.636873,40.7687,0.0 -73.636473,40.7716,0.0 -73.641473,40.771,0.0 -73.642392,40.776212,0.0 -73.653973,40.776,0.0 -73.654006,40.7776,0.0 -73.653373,40.7783,0.0 -73.657273,40.7796,0.0 -73.660373,40.779,0.0 -73.661173,40.7799,0.0 -73.662501,40.782132,0.0 -73.663141,40.784964,0.0 -73.665973,40.7895,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
172,11579,11579,0.0003,0.07065,1930,1929,11579,Z5,5-Digit ZCTA,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-73.635672,40.845999,0.0 -73.631872,40.837299,0.0 -73.635872,40.836399,0.0 -73.637472,40.836699,0.0 -73.651173,40.835199,0.0 -73.652773,40.837399,0.0 -73.653173,40.844399,0.0 -73.652872,40.849999,0.0 -73.648948,40.853731,0.0 -73.646072,40.852399,0.0 -73.642068,40.851795,0.0 -73.640472,40.852499,0.0 -73.635072,40.852499,0.0 -73.635672,40.845999,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
489,11580,11580,0.00106,0.1657,2126,2125,11580,Z5,5-Digit ZCTA,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-73.686374,40.695002,0.0 -73.684874,40.693402,0.0 -73.687175,40.688802,0.0 -73.688475,40.685002,0.0 -73.685874,40.683102,0.0 -73.679274,40.683502,0.0 -73.680774,40.681402,0.0 -73.683374,40.674302,0.0 -73.685975,40.670202,0.0 -73.683674,40.666802,0.0 -73.687675,40.664403,0.0 -73.688275,40.663603,0.0 -73.687575,40.663403,0.0 -73.689675,40.657903,0.0 -73.693975,40.658203,0.0 -73.702175,40.660203,0.0 -73.705175,40.661703,0.0 -73.715975,40.664503,0.0 -73.721075,40.665203,0.0 -73.728074,40.664601,0.0 -73.727344,40.673589,0.0 -73.725623,40.677285,0.0 -73.725527,40.680385,0.0 -73.725548,40.68076,0.0 -73.725492,40.682193,0.0 -73.725769,40.684994,0.0 -73.724676,40.687103,0.0 -73.722775,40.687702,0.0 -73.720175,40.687702,0.0 -73.714175,40.686302,0.0 -73.706675,40.683802,0.0 -73.705275,40.686402,0.0 -73.691075,40.686502,0.0 -73.689175,40.691502,0.0 -73.689375,40.692802,0.0 -73.690975,40.692902,0.0 -73.690875,40.693502,0.0 -73.688975,40.695902,0.0 -73.686374,40.695002,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
1519,11581,11581,0.00074,0.15856,2149,2148,11581,Z5,5-Digit ZCTA,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-73.689675,40.657903,0.0 -73.687375,40.656403,0.0 -73.690475,40.650603,0.0 -73.689575,40.650003,0.0 -73.695175,40.647003,0.0 -73.701676,40.644691,0.0 -73.705275,40.645403,0.0 -73.708175,40.649903,0.0 -73.712775,40.650903,0.0 -73.715675,40.646303,0.0 -73.716175,40.645103,0.0 -73.718675,40.643603,0.0 -73.727076,40.641403,0.0 -73.731432,40.640743,0.0 -73.731832,40.640343,0.0 -73.731376,40.639303,0.0 -73.731976,40.639203,0.0 -73.732676,40.638203,0.0 -73.733276,40.634203,0.0 -73.736676,40.632804,0.0 -73.737876,40.635304,0.0 -73.740038,40.634771,0.0 -73.740375,40.636432,0.0 -73.74121,40.642806,0.0 -73.740502,40.645386,0.0 -73.740702,40.646486,0.0 -73.734108,40.649039,0.0 -73.730874,40.649446,0.0 -73.730153,40.649806,0.0 -73.728124,40.65003,0.0 -73.724802,40.651186,0.0 -73.724295,40.651886,0.0 -73.728074,40.664601,0.0 -73.721075,40.665203,0.0 -73.715975,40.664503,0.0 -73.705175,40.661703,0.0 -73.702175,40.660203,0.0 -73.693975,40.658203,0.0 -73.689675,40.657903,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
799,11590,11590,0.00174,0.24384,2004,2003,11590,Z5,5-Digit ZCTA,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-73.56907,40.7774,0.0 -73.56747,40.7764,0.0 -73.55827,40.780399,0.0 -73.55357,40.779399,0.0 -73.55077,40.773699,0.0 -73.55067,40.7648,0.0 -73.55017,40.7616,0.0 -73.55347,40.7609,0.0 -73.54927,40.756,0.0 -73.54767,40.744,0.0 -73.54547,40.7436,0.0 -73.54317,40.7336,0.0 -73.54617,40.7342,0.0 -73.55087,40.7377,0.0 -73.568671,40.7383,0.0 -73.572571,40.7373,0.0 -73.574571,40.7382,0.0 -73.579671,40.7495,0.0 -73.587671,40.7476,0.0 -73.586087,40.743891,0.0 -73.601872,40.7405,0.0 -73.603772,40.7452,0.0 -73.598772,40.746,0.0 -73.602372,40.7529,0.0 -73.605172,40.7526,0.0 -73.604672,40.7588,0.0 -73.610082,40.757631,0.0 -73.615372,40.7558,0.0 -73.618772,40.7558,0.0 -73.619672,40.7574,0.0 -73.615072,40.7608,0.0 -73.603372,40.7629,0.0 -73.583171,40.7683,0.0 -73.56997,40.7751,0.0 -73.57097,40.7763,0.0 -73.56907,40.7774,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
186,11596,11596,0.00042,0.10593,2018,2017,11596,Z5,5-Digit ZCTA,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-73.636873,40.7687,0.0 -73.636573,40.7678,0.0 -73.630972,40.7681,0.0 -73.629472,40.769,0.0 -73.629972,40.7705,0.0 -73.629572,40.7723,0.0 -73.625672,40.7723,0.0 -73.625177,40.766009,0.0 -73.623472,40.76,0.0 -73.626572,40.7594,0.0 -73.626372,40.7567,0.0 -73.631673,40.7548,0.0 -73.649373,40.751801,0.0 -73.653173,40.752401,0.0 -73.653573,40.753801,0.0 -73.654273,40.753801,0.0 -73.656873,40.752701,0.0 -73.657173,40.751801,0.0 -73.659573,40.760101,0.0 -73.658673,40.760901,0.0 -73.650973,40.762501,0.0 -73.652173,40.765501,0.0 -73.650873,40.765901,0.0 -73.647173,40.7663,0.0 -73.641273,40.7647,0.0 -73.637173,40.7671,0.0 -73.636873,40.7687,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
2255,11598,11598,0.00055,0.13127,2164,2163,11598,Z5,5-Digit ZCTA,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-73.715675,40.646303,0.0 -73.714275,40.647303,0.0 -73.711175,40.645103,0.0 -73.710775,40.642103,0.0 -73.705475,40.633503,0.0 -73.701875,40.632503,0.0 -73.697575,40.632203,0.0 -73.695575,40.627903,0.0 -73.691375,40.627003,0.0 -73.691575,40.625103,0.0 -73.692075,40.624603,0.0 -73.693575,40.623603,0.0 -73.696975,40.622503,0.0 -73.699775,40.620303,0.0 -73.700475,40.616003,0.0 -73.701175,40.615603,0.0 -73.705275,40.614504,0.0 -73.705623,40.615208,0.0 -73.704775,40.617403,0.0 -73.705675,40.618803,0.0 -73.711075,40.621703,0.0 -73.711675,40.619804,0.0 -73.711175,40.619504,0.0 -73.710175,40.620503,0.0 -73.708075,40.619703,0.0 -73.708175,40.619303,0.0 -73.710875,40.618704,0.0 -73.712675,40.619704,0.0 -73.711075,40.623503,0.0 -73.712675,40.625403,0.0 -73.714175,40.626903,0.0 -73.715075,40.626603,0.0 -73.716675,40.625003,0.0 -73.724376,40.629103,0.0 -73.727076,40.631603,0.0 -73.731376,40.639303,0.0 -73.731832,40.640343,0.0 -73.731432,40.640743,0.0 -73.727076,40.641403,0.0 -73.718675,40.643603,0.0 -73.716175,40.645103,0.0 -73.715675,40.646303,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
1069,11691,11691,0.00004,0.03326,2189,2188,11691,Z5,5-Digit ZCTA,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-73.810474,40.617378,0.0 -73.811604,40.617787,0.0 -73.816304,40.626287,0.0 -73.816904,40.630587,0.0 -73.816004,40.631687,0.0 -73.814104,40.630787,0.0 -73.812204,40.628387,0.0 -73.810804,40.624587,0.0 -73.811404,40.621887,0.0 -73.810474,40.617378,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
41,11692,11692,0.00027,0.11547,2426,2425,11692,Z5,5-Digit ZCTA,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-73.805795,40.591622,0.0 -73.808404,40.593187,0.0 -73.804317,40.599164,0.0 -73.794075,40.598998,0.0 -73.792806,40.599358,0.0 -73.786888,40.603266,0.0 -73.785865,40.602131,0.0 -73.787818,40.600156,0.0 -73.790221,40.598847,0.0 -73.791517,40.596585,0.0 -73.791435,40.594776,0.0 -73.790723,40.593207,0.0 -73.789375,40.594296,0.0 -73.789103,40.596887,0.0 -73.785117,40.597164,0.0 -73.784036,40.594557,0.0 -73.783752,40.592349,0.0 -73.77458,40.591103,0.0 -73.770196,40.590982,0.0 -73.767759,40.590693,0.0 -73.774928,40.590759,0.0 -73.804412,40.585085,0.0 -73.805795,40.591622,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
102,11693,11693,0.00051,0.15912,2178,2177,11693,Z5,5-Digit ZCTA,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-73.833242,40.629049,0.0 -73.831974,40.632679,0.0 -73.833298,40.637937,0.0 -73.833013,40.638308,0.0 -73.831253,40.637841,0.0 -73.827578,40.635023,0.0 -73.824106,40.63607,0.0 -73.824126,40.638991,0.0 -73.823704,40.639187,0.0 -73.822704,40.638587,0.0 -73.820404,40.634987,0.0 -73.816704,40.627387,0.0 -73.815504,40.621087,0.0 -73.817404,40.617487,0.0 -73.816504,40.614587,0.0 -73.815594,40.609199,0.0 -73.814004,40.608387,0.0 -73.813904,40.606287,0.0 -73.816192,40.604459,0.0 -73.817175,40.604486,0.0 -73.817678,40.601912,0.0 -73.81872,40.600658,0.0 -73.818638,40.598797,0.0 -73.819363,40.596865,0.0 -73.823974,40.594967,0.0 -73.82614,40.595159,0.0 -73.831654,40.594215,0.0 -73.833234,40.594389,0.0 -73.833702,40.595687,0.0 -73.831905,40.597487,0.0 -73.830205,40.597487,0.0 -73.825604,40.599187,0.0 -73.821698,40.59934,0.0 -73.824501,40.599678,0.0 -73.822892,40.601866,0.0 -73.822482,40.604565,0.0 -73.82319,40.60507,0.0 -73.821169,40.606767,0.0 -73.819661,40.608967,0.0 -73.819556,40.609864,0.0 -73.820618,40.611338,0.0 -73.820615,40.609753,0.0 -73.822397,40.609762,0.0 -73.821637,40.60922,0.0 -73.820331,40.609538,0.0 -73.821639,40.607536,0.0 -73.822875,40.608403,0.0 -73.823929,40.610646,0.0 -73.825283,40.611716,0.0 -73.825796,40.61355,0.0 -73.826942,40.612702,0.0 -73.829786,40.614148,0.0 -73.830349,40.61498,0.0 -73.833285,40.614522,0.0 -73.833942,40.613449,0.0 -73.833242,40.627449,0.0 -73.833242,40.629049,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
669,11694,11694,0.0004,0.16518,2432,2431,11694,Z5,5-Digit ZCTA,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-73.809842,40.58381,0.0 -73.834408,40.577201,0.0 -73.878906,40.560888,0.0 -73.880095,40.562232,0.0 -73.867599,40.567354,0.0 -73.867279,40.573134,0.0 -73.86779,40.575054,0.0 -73.863248,40.57569,0.0 -73.850892,40.582053,0.0 -73.845419,40.581373,0.0 -73.839301,40.581366,0.0 -73.821136,40.586406,0.0 -73.820014,40.587048,0.0 -73.819366,40.588264,0.0 -73.820362,40.585089,0.0 -73.819394,40.581892,0.0 -73.809887,40.584828,0.0 -73.809842,40.58381,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
20,11697,11697,0.00067,0.16516,2434,2433,11697,Z5,5-Digit ZCTA,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-73.878906,40.560888,0.0 -73.934512,40.545175,0.0 -73.934511,40.545312,0.0 -73.934466,40.555281,0.0 -73.934186,40.556083,0.0 -73.930156,40.559429,0.0 -73.927423,40.561101,0.0 -73.923795,40.561568,0.0 -73.920672,40.561181,0.0 -73.917873,40.561657,0.0 -73.915607,40.562188,0.0 -73.911507,40.564388,0.0 -73.909159,40.564231,0.0 -73.908292,40.563371,0.0 -73.906472,40.562787,0.0 -73.899083,40.563536,0.0 -73.895743,40.566724,0.0 -73.892634,40.568331,0.0 -73.879182,40.56803,0.0 -73.869742,40.572167,0.0 -73.86779,40.575054,0.0 -73.867279,40.573134,0.0 -73.867599,40.567354,0.0 -73.880095,40.562232,0.0 -73.878906,40.560888,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
150,11701,11701,0.00123,0.21534,2104,2103,11701,Z5,5-Digit ZCTA,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-73.429767,40.7065,0.0 -73.417067,40.708899,0.0 -73.413266,40.710799,0.0 -73.410666,40.712799,0.0 -73.407566,40.717799,0.0 -73.405366,40.717399,0.0 -73.404866,40.716299,0.0 -73.391066,40.712799,0.0 -73.390966,40.712099,0.0 -73.39611,40.712035,0.0 -73.397118,40.711619,0.0 -73.397454,40.703747,0.0 -73.394866,40.699699,0.0 -73.396666,40.699299,0.0 -73.399666,40.699699,0.0 -73.402966,40.6981,0.0 -73.408566,40.6893,0.0 -73.409367,40.6806,0.0 -73.405866,40.6792,0.0 -73.406267,40.6732,0.0 -73.406067,40.6718,0.0 -73.404067,40.6699,0.0 -73.403967,40.6677,0.0 -73.404367,40.6678,0.0 -73.404867,40.6674,0.0 -73.404999,40.666872,0.0 -73.405067,40.6647,0.0 -73.404367,40.6604,0.0 -73.406467,40.6547,0.0 -73.409267,40.6549,0.0 -73.412667,40.6586,0.0 -73.412867,40.6595,0.0 -73.412667,40.6618,0.0 -73.413667,40.6693,0.0 -73.414267,40.6643,0.0 -73.413767,40.6621,0.0 -73.413367,40.6618,0.0 -73.413767,40.6571,0.0 -73.416167,40.6547,0.0 -73.420567,40.6553,0.0 -73.421467,40.6558,0.0 -73.423767,40.6585,0.0 -73.424167,40.658,0.0 -73.424667,40.6659,0.0 -73.423167,40.669,0.0 -73.428593,40.700329,0.0 -73.42864,40.700565,0.0 -73.429767,40.7065,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
126,11702,11702,0.00084,0.14094,2105,2104,11702,Z5,5-Digit ZCTA,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-73.331064,40.714099,0.0 -73.314263,40.717599,0.0 -73.313931,40.706163,0.0 -73.313163,40.702199,0.0 -73.318463,40.694999,0.0 -73.319364,40.688199,0.0 -73.315963,40.685999,0.0 -73.314663,40.685899,0.0 -73.314263,40.686299,0.0 -73.313863,40.685999,0.0 -73.313763,40.679499,0.0 -73.328564,40.678399,0.0 -73.336064,40.674699,0.0 -73.337164,40.675599,0.0 -73.337464,40.676999,0.0 -73.337064,40.679899,0.0 -73.337264,40.684199,0.0 -73.337864,40.686399,0.0 -73.342564,40.695499,0.0 -73.336664,40.696999,0.0 -73.340564,40.701199,0.0 -73.33496,40.711668,0.0 -73.328664,40.711199,0.0 -73.331064,40.714099,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
122,11703,11703,0.00086,0.11588,2069,2068,11703,Z5,5-Digit ZCTA,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-73.344364,40.741298,0.0 -73.327863,40.747498,0.0 -73.326363,40.748198,0.0 -73.324663,40.750298,0.0 -73.306363,40.741198,0.0 -73.311063,40.731398,0.0 -73.312563,40.727098,0.0 -73.314363,40.719599,0.0 -73.314263,40.717599,0.0 -73.331064,40.714099,0.0 -73.333464,40.716699,0.0 -73.337464,40.725199,0.0 -73.340264,40.727999,0.0 -73.341764,40.731499,0.0 -73.341464,40.733099,0.0 -73.343664,40.740698,0.0 -73.344364,40.741298,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
188,11704,11704,0.00213,0.27139,2081,2080,11704,Z5,5-Digit ZCTA,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-73.398066,40.733699,0.0 -73.374065,40.741099,0.0 -73.369765,40.736199,0.0 -73.368265,40.738799,0.0 -73.355864,40.738199,0.0 -73.355264,40.738799,0.0 -73.357964,40.741399,0.0 -73.348764,40.741698,0.0 -73.344364,40.741298,0.0 -73.343664,40.740698,0.0 -73.341464,40.733099,0.0 -73.341764,40.731499,0.0 -73.340264,40.727999,0.0 -73.337464,40.725199,0.0 -73.333464,40.716699,0.0 -73.331064,40.714099,0.0 -73.328664,40.711199,0.0 -73.33496,40.711668,0.0 -73.340564,40.701199,0.0 -73.336664,40.696999,0.0 -73.342564,40.695499,0.0 -73.337864,40.686399,0.0 -73.337264,40.684199,0.0 -73.337064,40.679899,0.0 -73.337464,40.676999,0.0 -73.337464,40.674899,0.0 -73.341264,40.6707,0.0 -73.345665,40.6722,0.0 -73.350565,40.681699,0.0 -73.355265,40.692199,0.0 -73.345264,40.694899,0.0 -73.343564,40.695799,0.0 -73.351465,40.697899,0.0 -73.359465,40.700999,0.0 -73.363265,40.708299,0.0 -73.364865,40.710099,0.0 -73.377565,40.713799,0.0 -73.391166,40.714999,0.0 -73.392166,40.715499,0.0 -73.393966,40.721099,0.0 -73.396366,40.727499,0.0 -73.398066,40.733699,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
50,11705,11705,0.00098,0.14949,2017,2016,11705,Z5,5-Digit ZCTA,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-73.061601,40.769076,0.0 -73.05405,40.769986,0.0 -73.045953,40.772402,0.0 -73.046513,40.77053,0.0 -73.046433,40.768546,0.0 -73.046257,40.765954,0.0 -73.045297,40.76253,0.0 -73.042145,40.762594,0.0 -73.041858,40.73589,0.0 -73.038978,40.733698,0.0 -73.037906,40.730482,0.0 -73.03805,40.729618,0.0 -73.044306,40.72861,0.0 -73.047874,40.72925,0.0 -73.060866,40.727218,0.0 -73.065971,40.725602,0.0 -73.067571,40.723506,0.0 -73.069843,40.722562,0.0 -73.071427,40.726434,0.0 -73.073699,40.728914,0.0 -73.073843,40.730562,0.0 -73.070979,40.737282,0.0 -73.068931,40.738786,0.0 -73.06109,40.75229,0.0 -73.059362,40.76301,0.0 -73.060162,40.766322,0.0 -73.061601,40.769076,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
410,11706,11706,0.00418,0.42679,2010,2009,11706,Z5,5-Digit ZCTA,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-73.228264,40.75405,0.0 -73.228328,40.750338,0.0 -73.22548,40.739474,0.0 -73.228648,40.73725,0.0 -73.22836,40.728114,0.0 -73.2246,40.72525,0.0 -73.225096,40.722242,0.0 -73.224056,40.72149,0.0 -73.224184,40.719874,0.0 -73.225416,40.715442,0.0 -73.227512,40.71341,0.0 -73.240313,40.706514,0.0 -73.246048,40.704929,0.0 -73.247039,40.70541,0.0 -73.254089,40.715723,0.0 -73.254397,40.714942,0.0 -73.252484,40.710963,0.0 -73.249027,40.707403,0.0 -73.247017,40.704498,0.0 -73.248013,40.703036,0.0 -73.252972,40.708019,0.0 -73.256058,40.712989,0.0 -73.258057,40.714274,0.0 -73.258505,40.713346,0.0 -73.266826,40.720098,0.0 -73.258985,40.722754,0.0 -73.262745,40.726738,0.0 -73.263657,40.730338,0.0 -73.270298,40.731202,0.0 -73.275066,40.730146,0.0 -73.272282,40.718875,0.0 -73.268138,40.712514,0.0 -73.267754,40.712242,0.0 -73.265754,40.713794,0.0 -73.247821,40.69908,0.0 -73.250013,40.69772,0.0 -73.256035,40.700727,0.0 -73.25969,40.697379,0.0 -73.265098,40.695651,0.0 -73.269034,40.692739,0.0 -73.273738,40.690371,0.0 -73.27577,40.691491,0.0 -73.277805,40.694258,0.0 -73.279498,40.695523,0.0 -73.281786,40.698723,0.0 -73.283338,40.704995,0.0 -73.282906,40.712067,0.0 -73.281514,40.712051,0.0 -73.28145,40.714882,0.0 -73.288906,40.712595,0.0 -73.28897,40.714595,0.0 -73.286282,40.732322,0.0 -73.286778,40.73341,0.0 -73.288186,40.734354,0.0 -73.29081,40.734562,0.0 -73.29665,40.733218,0.0 -73.295482,40.739122,0.0 -73.306363,40.741198,0.0 -73.304763,40.743598,0.0 -73.303862,40.748298,0.0 -73.300662,40.753398,0.0 -73.295062,40.760298,0.0 -73.295062,40.767498,0.0 -73.291258,40.770002,0.0 -73.259833,40.777218,0.0 -73.252616,40.777106,0.0 -73.252825,40.769458,0.0 -73.253481,40.769394,0.0 -73.253465,40.765842,0.0 -73.251673,40.764706,0.0 -73.231272,40.75613,0.0 -73.228264,40.75405,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
81,11709,11709,0.0004,0.12396,2352,2351,11709,Z5,5-Digit ZCTA,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-73.579069,40.902698,0.0 -73.584178,40.910831,0.0 -73.569969,40.915398,0.0 -73.566169,40.915798,0.0 -73.548068,40.908698,0.0 -73.544103,40.909469,0.0 -73.529527,40.912303,0.0 -73.530367,40.911098,0.0 -73.533967,40.908798,0.0 -73.54384,40.90517,0.0 -73.548468,40.904998,0.0 -73.555968,40.906898,0.0 -73.557668,40.904898,0.0 -73.558868,40.902498,0.0 -73.563069,40.900098,0.0 -73.568269,40.899798,0.0 -73.570869,40.900398,0.0 -73.573369,40.902798,0.0 -73.578669,40.904298,0.0 -73.579069,40.902698,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
1683,11710,11710,0.00131,0.18847,2118,2117,11710,Z5,5-Digit ZCTA,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-73.557863,40.699157,0.0 -73.552571,40.700601,0.0 -73.54397,40.7056,0.0 -73.53167,40.7064,0.0 -73.52707,40.692401,0.0 -73.52667,40.685401,0.0 -73.52617,40.683501,0.0 -73.52497,40.680101,0.0 -73.52337,40.678101,0.0 -73.520945,40.672497,0.0 -73.52077,40.664201,0.0 -73.51937,40.654401,0.0 -73.51957,40.650501,0.0 -73.51787,40.648801,0.0 -73.51767,40.646101,0.0 -73.51927,40.644101,0.0 -73.51647,40.642601,0.0 -73.520371,40.638801,0.0 -73.522271,40.640201,0.0 -73.525571,40.646301,0.0 -73.526071,40.643001,0.0 -73.527871,40.643301,0.0 -73.532871,40.647001,0.0 -73.532671,40.648901,0.0 -73.534675,40.648565,0.0 -73.535371,40.648601,0.0 -73.537347,40.652485,0.0 -73.539671,40.661401,0.0 -73.544471,40.666801,0.0 -73.543771,40.669501,0.0 -73.546071,40.681301,0.0 -73.548971,40.691201,0.0 -73.554271,40.695901,0.0 -73.555971,40.694801,0.0 -73.558914,40.698553,0.0 -73.557863,40.699157,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
66,11713,11713,0.00143,0.21093,1979,1978,11713,Z5,5-Digit ZCTA,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-72.929949,40.802866,0.0 -72.926493,40.801618,0.0 -72.925133,40.79725,0.0 -72.921501,40.793506,0.0 -72.915597,40.795234,0.0 -72.916493,40.79453,0.0 -72.929565,40.790818,0.0 -72.929949,40.78581,0.0 -72.928573,40.78333,0.0 -72.928285,40.780354,0.0 -72.933838,40.77757,0.0 -72.93827,40.777346,0.0 -72.938126,40.775058,0.0 -72.923821,40.759458,0.0 -72.928174,40.75773,0.0 -72.931582,40.755474,0.0 -72.93491,40.751714,0.0 -72.94419,40.744946,0.0 -72.94483,40.743106,0.0 -72.944526,40.740514,0.0 -72.951551,40.741202,0.0 -72.958303,40.742994,0.0 -72.956959,40.743586,0.0 -72.954815,40.745746,0.0 -72.954367,40.747026,0.0 -72.954383,40.753746,0.0 -72.955518,40.774002,0.0 -72.956702,40.783378,0.0 -72.958046,40.787586,0.0 -72.960254,40.79141,0.0 -72.959582,40.79741,0.0 -72.940253,40.798658,0.0 -72.931293,40.80269,0.0 -72.929949,40.802866,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
